run_name,status,experiment_type,classifier_label,preprocessing.mode,preprocessing.image_size,feature_extraction.backbone,classifier.name,classifier.params,loaded_from_cache,fit_time_seconds,feature_dir,model,accuracy,precision_macro,recall_macro,f1_macro,wrong_predictions,total_samples,error_rate,roc_auc
078__mode-letterbox__size-224__backbone-resnet18__clf-lr_c1.0,ok,base,LR_C1.0,letterbox,224,resnet18,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.499453,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,078__mode-letterbox__size-224__backbone-resnet18__clf-lr_c1.0,0.9830508474576272,0.9830708974511909,0.9830478485260554,0.9830505778867249,17,1003,0.01694915254237288,0.9984970298446931
124__mode-augmented__size-224__backbone-vgg16__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,augmented,224,vgg16,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,5.379264,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-vgg16__pretrained-true,124__mode-augmented__size-224__backbone-vgg16__clf-svmlinear_c0.1,0.9830508474576272,0.9830942174787858,0.9830558007490995,0.9830505778867249,17,1003,0.01694915254237288,0.9988230709894952
031__mode-stretch__size-224__backbone-vgg16__clf-votingsoft_default,ok,ensemble,VotingSoft_default,stretch,224,vgg16,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,24.007963,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,031__mode-stretch__size-224__backbone-vgg16__clf-votingsoft_default,0.9830508474576272,0.9831981068289384,0.9830597768606214,0.9830497691225664,17,1003,0.01694915254237288,0.9992604432569124
022__mode-stretch__size-224__backbone-vgg16__clf-lr_c0.1,ok,base,LR_C0.1,stretch,224,vgg16,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,110.726625,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,022__mode-stretch__size-224__backbone-vgg16__clf-lr_c0.1,0.9830508474576272,0.9831981068289384,0.9830597768606214,0.9830497691225664,17,1003,0.01694915254237288,0.9988866887738468
014__mode-stretch__size-224__backbone-resnet18__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,stretch,224,resnet18,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,4.989677,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,014__mode-stretch__size-224__backbone-resnet18__clf-svmlinear_c0.1,0.9820538384845464,0.9820538206455615,0.9820538206455615,0.9820538206455615,18,1003,0.01794616151545364,0.9980914664694516
094__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depth20,ok,base,RF_n100_depth20,letterbox,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,16.473162,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,094__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depth20,0.9820538384845464,0.9820538206455615,0.9820538206455615,0.9820538206455615,18,1003,0.01794616151545364,0.9993200849297421
060__mode-center_crop__size-224__backbone-vgg16__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,center_crop,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,16.658652,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,060__mode-center_crop__size-224__backbone-vgg16__clf-rf_n100_depthnone,0.9820538384845464,0.9820538206455615,0.9820538206455615,0.9820538206455615,18,1003,0.01794616151545364,0.9989880796176571
046__mode-center_crop__size-224__backbone-resnet18__clf-lr_c10.0,ok,base,LR_C10.0,center_crop,224,resnet18,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.35422,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,046__mode-center_crop__size-224__backbone-resnet18__clf-lr_c10.0,0.9820538384845464,0.9820807984412899,0.9820577967570834,0.9820536779324056,18,1003,0.01794616151545364,0.9973717902839739
045__mode-center_crop__size-224__backbone-resnet18__clf-lr_c1.0,ok,base,LR_C1.0,center_crop,224,resnet18,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.435168,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,045__mode-center_crop__size-224__backbone-resnet18__clf-lr_c1.0,0.9820538384845464,0.9820807984412899,0.9820577967570834,0.9820536779324056,18,1003,0.01794616151545364,0.9977137358748638
079__mode-letterbox__size-224__backbone-resnet18__clf-lr_c10.0,ok,base,LR_C10.0,letterbox,224,resnet18,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.796427,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,079__mode-letterbox__size-224__backbone-resnet18__clf-lr_c10.0,0.9820538384845464,0.9821283703173467,0.9820478564782785,0.9820529643325778,18,1003,0.01794616151545364,0.9981988214805448
083__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depth20,ok,base,RF_n100_depth20,letterbox,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,20.490737,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,083__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depth20,0.9820538384845464,0.9822548052443991,0.9820438803667566,0.9820516797098683,18,1003,0.01794616151545364,0.9992087538071267
064__mode-center_crop__size-224__backbone-vgg16__clf-votingsoft_default,ok,ensemble,VotingSoft_default,center_crop,224,vgg16,voting_soft,"{""voting"": ""soft"", ""n_jobs"": -1, ""lr"": {""C"": 0.1, ""max_iter"": 3000, ""n_jobs"": -1}, ""svm"": {""C"": 0.1, ""probability"": true}, ""rf"": {""n_estimators"": 100, ""n_jobs"": -1}}",True,25.337656,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,064__mode-center_crop__size-224__backbone-vgg16__clf-votingsoft_default,0.9810568295114656,0.9810712695231734,0.9810597927650675,0.9810567541910825,19,1003,0.018943170488534396,0.9987196920899237
055__mode-center_crop__size-224__backbone-vgg16__clf-lr_c0.1,ok,base,LR_C0.1,center_crop,224,vgg16,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,72.976987,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,055__mode-center_crop__size-224__backbone-vgg16__clf-lr_c0.1,0.9810568295114656,0.9810712695231734,0.9810597927650675,0.9810567541910825,19,1003,0.018943170488534396,0.9981391798077153
093__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,letterbox,224,vgg16,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,18.288869,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,093__mode-letterbox__size-224__backbone-vgg16__clf-rf_n100_depthnone,0.9810568295114656,0.9810767823770329,0.9810538285977846,0.9810565282263395,19,1003,0.018943170488534396,0.9993936429928987
023__mode-stretch__size-224__backbone-vgg16__clf-lr_c1.0,ok,base,LR_C1.0,stretch,224,vgg16,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.370198,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,023__mode-stretch__size-224__backbone-vgg16__clf-lr_c1.0,0.9810568295114656,0.9811441183488427,0.9810637688765895,0.9810561516064547,19,1003,0.018943170488534396,0.9985288387368689
089__mode-letterbox__size-224__backbone-vgg16__clf-lr_c1.0,ok,base,LR_C1.0,letterbox,224,vgg16,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.415003,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,089__mode-letterbox__size-224__backbone-vgg16__clf-lr_c1.0,0.9810568295114656,0.981368313002793,0.9810697330438725,0.9810541176002744,19,1003,0.018943170488534396,0.9987793337627533
088__mode-letterbox__size-224__backbone-vgg16__clf-lr_c0.1,ok,base,LR_C0.1,letterbox,224,vgg16,logistic_regression,"{""C"": 0.1, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",False,85.857511,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,088__mode-letterbox__size-224__backbone-vgg16__clf-lr_c0.1,0.9800598205383848,0.9804213751392646,0.9800737171076175,0.9800564702139505,20,1003,0.019940179461615155,0.9991570643573411
051__mode-center_crop__size-224__backbone-resnet18__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,center_crop,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,38.729446,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,051__mode-center_crop__size-224__backbone-resnet18__clf-rf_n200_depthnone,0.9800598205383848,0.9804470496474221,0.9800458843269636,0.980055359798923,20,1003,0.019940179461615155,0.9984672090082782
082__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,letterbox,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,20.177669,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,082__mode-letterbox__size-224__backbone-resnet18__clf-rf_n100_depthnone,0.9800598205383848,0.9805636269553795,0.9800438962712026,0.9800540906017579,20,1003,0.019940179461615155,0.9991133271305994
117__mode-augmented__size-224__backbone-resnet18__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,augmented,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,39.276502,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,117__mode-augmented__size-224__backbone-resnet18__clf-rf_n200_depthnone,0.9800598205383848,0.9805636269553795,0.9800438962712026,0.9800540906017579,20,1003,0.019940179461615155,0.9991371837997312
056__mode-center_crop__size-224__backbone-vgg16__clf-lr_c1.0,ok,base,LR_C1.0,center_crop,224,vgg16,logistic_regression,"{""C"": 1.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.460632,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,056__mode-center_crop__size-224__backbone-vgg16__clf-lr_c1.0,0.9790628115653041,0.9790772020230938,0.9790657728367965,0.9790627283164597,21,1003,0.020937188434695914,0.9976222853098583
013__mode-stretch__size-224__backbone-resnet18__clf-lr_c10.0,ok,base,LR_C10.0,stretch,224,resnet18,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.3446,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,013__mode-stretch__size-224__backbone-resnet18__clf-lr_c10.0,0.9790628115653041,0.979114971050455,0.9790578206137526,0.9790620623018709,21,1003,0.020937188434695914,0.998003992015968
047__mode-center_crop__size-224__backbone-resnet18__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,center_crop,224,resnet18,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,5.47306,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,047__mode-center_crop__size-224__backbone-resnet18__clf-svmlinear_c0.1,0.9790628115653041,0.9791497653702379,0.9790697489483184,0.9790620623018709,21,1003,0.020937188434695914,0.9971928652654849
049__mode-center_crop__size-224__backbone-resnet18__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,center_crop,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,18.488033,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,049__mode-center_crop__size-224__backbone-resnet18__clf-rf_n100_depthnone,0.9790628115653041,0.9793034172733421,0.9790518564464696,0.979059814189777,21,1003,0.020937188434695914,0.9982843078782674
052__mode-center_crop__size-224__backbone-resnet18__clf-rf_n200_depth20,ok,base,RF_n200_depth20,center_crop,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,38.768148,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,052__mode-center_crop__size-224__backbone-resnet18__clf-rf_n200_depth20,0.9790628115653041,0.979505456455811,0.9790478803349476,0.9790574823043033,21,1003,0.020937188434695914,0.9985924565212204
118__mode-augmented__size-224__backbone-resnet18__clf-rf_n200_depth20,ok,base,RF_n200_depth20,augmented,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,39.533322,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,118__mode-augmented__size-224__backbone-resnet18__clf-rf_n200_depth20,0.9790628115653041,0.9796294526982914,0.9790458922791867,0.9790560662632932,21,1003,0.020937188434695914,0.9991013987960334
019__mode-stretch__size-224__backbone-resnet18__clf-rf_n200_depth20,ok,base,RF_n200_depth20,stretch,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,38.977152,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,019__mode-stretch__size-224__backbone-resnet18__clf-rf_n200_depth20,0.9790628115653041,0.9797687976362087,0.9790439042234257,0.9790544834025949,21,1003,0.020937188434695914,0.999025852677116
057__mode-center_crop__size-224__backbone-vgg16__clf-lr_c10.0,ok,base,LR_C10.0,center_crop,224,vgg16,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.286965,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,057__mode-center_crop__size-224__backbone-vgg16__clf-lr_c10.0,0.9780658025922233,0.9780715705765408,0.9780677688447805,0.9780657807890196,22,1003,0.02193419740777667,0.9977495208785616
015__mode-stretch__size-224__backbone-resnet18__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,stretch,224,resnet18,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,6.040632,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,015__mode-stretch__size-224__backbone-resnet18__clf-svmlinear_c1.0,0.9780658025922233,0.9780657807890196,0.9780657807890196,0.9780657807890196,22,1003,0.02193419740777667,0.9972684113844025
026__mode-stretch__size-224__backbone-vgg16__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,stretch,224,vgg16,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,4.988407,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,026__mode-stretch__size-224__backbone-vgg16__clf-svmlinear_c1.0,0.9780658025922233,0.9781287777565693,0.9780717449563026,0.9780652574991252,22,1003,0.02193419740777667,0.9978648281126989
048__mode-center_crop__size-224__backbone-resnet18__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,center_crop,224,resnet18,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,5.274611,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,048__mode-center_crop__size-224__backbone-resnet18__clf-svmlinear_c1.0,0.9780658025922233,0.9781287777565693,0.9780717449563026,0.9780652574991252,22,1003,0.02193419740777667,0.9969900835778641
081__mode-letterbox__size-224__backbone-resnet18__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,letterbox,224,resnet18,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,6.460161,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,081__mode-letterbox__size-224__backbone-resnet18__clf-svmlinear_c1.0,0.9780658025922233,0.9780998242418941,0.9780618046774976,0.9780652574991252,22,1003,0.02193419740777667,0.9979284458970505
024__mode-stretch__size-224__backbone-vgg16__clf-lr_c10.0,ok,base,LR_C10.0,stretch,224,vgg16,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.294751,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,024__mode-stretch__size-224__backbone-vgg16__clf-lr_c10.0,0.9780658025922233,0.9782468617249773,0.9780757210678246,0.9780640363922666,22,1003,0.02193419740777667,0.9983936509451217
090__mode-letterbox__size-224__backbone-vgg16__clf-lr_c10.0,ok,base,LR_C10.0,letterbox,224,vgg16,logistic_regression,"{""C"": 10.0, ""max_iter"": 3000, ""class_weight"": null, ""n_jobs"": -1}",True,0.308585,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,090__mode-letterbox__size-224__backbone-vgg16__clf-lr_c10.0,0.9780658025922233,0.9785383384674164,0.9780816852351075,0.9780608957788153,22,1003,0.02193419740777667,0.998679930974704
050__mode-center_crop__size-224__backbone-resnet18__clf-rf_n100_depth20,ok,base,RF_n100_depth20,center_crop,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,19.753837,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-resnet18__pretrained-true,050__mode-center_crop__size-224__backbone-resnet18__clf-rf_n100_depth20,0.9780658025922233,0.9784513633541856,0.9780518643986926,0.9780608957788153,22,1003,0.02193419740777667,0.9984731731755612
085__mode-letterbox__size-224__backbone-resnet18__clf-rf_n200_depth20,ok,base,RF_n200_depth20,letterbox,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,39.916686,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,085__mode-letterbox__size-224__backbone-resnet18__clf-rf_n200_depth20,0.9780658025922233,0.9786988373944896,0.9780478882871707,0.9780579288180358,22,1003,0.02193419740777667,0.9990815182384235
025__mode-stretch__size-224__backbone-vgg16__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,stretch,224,vgg16,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,5.946746,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-vgg16__pretrained-true,025__mode-stretch__size-224__backbone-vgg16__clf-svmlinear_c0.1,0.9770687936191426,0.9771554123916328,0.9770757290200476,0.9770679729972872,23,1003,0.022931206380857428,0.9979204936740066
092__mode-letterbox__size-224__backbone-vgg16__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,letterbox,224,vgg16,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,5.587135,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,092__mode-letterbox__size-224__backbone-vgg16__clf-svmlinear_c1.0,0.9770687936191426,0.9774823711061236,0.9770836812430915,0.9770643250783198,23,1003,0.022931206380857428,0.9979006131163967
116__mode-augmented__size-224__backbone-resnet18__clf-rf_n100_depth20,ok,base,RF_n100_depth20,augmented,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,18.612892,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,116__mode-augmented__size-224__backbone-resnet18__clf-rf_n100_depth20,0.9770687936191426,0.9776330037102501,0.9770518723509157,0.9770614059074163,23,1003,0.022931206380857428,0.9989363901678714
016__mode-stretch__size-224__backbone-resnet18__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,stretch,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,18.887408,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,016__mode-stretch__size-224__backbone-resnet18__clf-rf_n100_depthnone,0.9770687936191426,0.9777717603395959,0.9770498842951547,0.9770596722980801,23,1003,0.022931206380857428,0.9990019960079841
017__mode-stretch__size-224__backbone-resnet18__clf-rf_n100_depth20,ok,base,RF_n100_depth20,stretch,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": 20, ""n_jobs"": -1, ""class_weight"": null}",True,20.461887,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,017__mode-stretch__size-224__backbone-resnet18__clf-rf_n100_depth20,0.9770687936191426,0.9777717603395959,0.9770498842951547,0.9770596722980801,23,1003,0.022931206380857428,0.9990775421269016
115__mode-augmented__size-224__backbone-resnet18__clf-rf_n100_depthnone,ok,base,RF_n100_depthNone,augmented,224,resnet18,random_forest,"{""n_estimators"": 100, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,20.752277,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-augmented__size-224__norm-imagenet__backbone-resnet18__pretrained-true,115__mode-augmented__size-224__backbone-resnet18__clf-rf_n100_depthnone,0.9770687936191426,0.9777717603395959,0.9770498842951547,0.9770596722980801,23,1003,0.022931206380857428,0.999011936286789
018__mode-stretch__size-224__backbone-resnet18__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,stretch,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,39.099934,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-stretch__size-224__norm-imagenet__backbone-resnet18__pretrained-true,018__mode-stretch__size-224__backbone-resnet18__clf-rf_n200_depthnone,0.9770687936191426,0.9777717603395959,0.9770498842951547,0.9770596722980801,23,1003,0.022931206380857428,0.9990516974020087
084__mode-letterbox__size-224__backbone-resnet18__clf-rf_n200_depthnone,ok,base,RF_n200_depthNone,letterbox,224,resnet18,random_forest,"{""n_estimators"": 200, ""max_depth"": null, ""n_jobs"": -1, ""class_weight"": null}",True,40.04783,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-resnet18__pretrained-true,084__mode-letterbox__size-224__backbone-resnet18__clf-rf_n200_depthnone,0.9770687936191426,0.9777717603395959,0.9770498842951547,0.9770596722980801,23,1003,0.022931206380857428,0.9990198885098328
059__mode-center_crop__size-224__backbone-vgg16__clf-svmlinear_c1.0,ok,base,SVMLinear_C1.0,center_crop,224,vgg16,svm_linear,"{""C"": 1.0, ""probability"": true, ""class_weight"": null}",True,5.199172,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,059__mode-center_crop__size-224__backbone-vgg16__clf-svmlinear_c1.0,0.9740777666999003,0.9741043381446578,0.9740817170439997,0.9740775347912525,26,1003,0.0259222333000997,0.9967197079943698
058__mode-center_crop__size-224__backbone-vgg16__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,center_crop,224,vgg16,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,5.922191,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-center_crop__size-224__norm-imagenet__backbone-vgg16__pretrained-true,058__mode-center_crop__size-224__backbone-vgg16__clf-svmlinear_c0.1,0.9740777666999003,0.9741043381446578,0.9740817170439997,0.9740775347912525,26,1003,0.0259222333000997,0.9967236841058918
091__mode-letterbox__size-224__backbone-vgg16__clf-svmlinear_c0.1,ok,base,SVMLinear_C0.1,letterbox,224,vgg16,svm_linear,"{""C"": 0.1, ""probability"": true, ""class_weight"": null}",True,5.729637,/content/cat-dog-image-classifier/features/grid_search_exhaustive_132/mode-letterbox__size-224__norm-imagenet__backbone-vgg16__pretrained-true,091__mode-letterbox__size-224__backbone-vgg16__clf-svmlinear_c0.1,0.9730807577268196,0.973743828635133,0.9730996174980716,0.9730720851956627,27,1003,0.026919242273180457,0.997856875889655
